Latitude,Longitude,Cluster_ID
48.28125,-118.09375,3
48.28125,-118.34375,3
48.28125,-118.40625,3
48.28125,-118.46875,3
48.28125,-118.53125,1
48.28125,-118.59375,1
48.28125,-119.03125,1
48.28125,-119.09375,1
48.28125,-119.15625,1
48.28125,-119.21875,1
48.28125,-119.90625,1
48.28125,-119.96875,3
48.28125,-120.15625,3
48.28125,-120.21875,3
48.28125,-120.28125,3
48.28125,-120.34375,3
48.28125,-120.40625,3
48.28125,-120.46875,3
48.28125,-120.53125,3
48.28125,-120.59375,3
48.28125,-120.65625,2
48.28125,-120.71875,3
48.28125,-120.78125,3
48.28125,-120.84375,3
48.28125,-120.90625,3
48.28125,-120.96875,2
48.28125,-121.03125,3
48.28125,-121.09375,2
48.28125,-121.15625,2
48.28125,-121.21875,2
48.28125,-121.28125,2
48.28125,-121.34375,2
48.28125,-121.40625,2
48.28125,-121.46875,2
48.28125,-121.59375,2
48.28125,-121.78125,2
48.28125,-121.84375,2
48.34375,-113.40625,3
48.34375,-113.46875,3
48.34375,-113.53125,3
48.34375,-113.59375,3
48.34375,-113.65625,3
48.34375,-113.71875,3
48.34375,-113.78125,3
48.34375,-113.84375,3
48.34375,-113.90625,3
48.34375,-113.96875,3
48.34375,-114.03125,3
48.34375,-114.09375,3
48.34375,-114.34375,3
48.34375,-114.46875,1
48.34375,-114.53125,3
48.34375,-114.59375,1
48.34375,-114.65625,3
48.34375,-114.71875,1
48.34375,-114.78125,1
48.34375,-114.84375,1
48.34375,-114.90625,3
48.34375,-114.96875,1
48.34375,-115.03125,1
48.34375,-115.09375,3
48.34375,-115.15625,1
48.34375,-115.21875,3
48.34375,-115.28125,3
48.34375,-115.34375,3
48.34375,-115.40625,3
48.34375,-115.46875,3
48.34375,-115.59375,3
48.34375,-115.65625,3
48.34375,-115.71875,2
48.34375,-115.78125,3
48.34375,-115.84375,3
48.34375,-115.90625,3
48.34375,-115.96875,2
48.34375,-116.03125,2
48.34375,-116.09375,2
48.34375,-116.15625,2
48.34375,-116.21875,2
48.34375,-116.28125,2
48.34375,-116.34375,2
48.34375,-116.40625,3
48.34375,-116.46875,3
48.34375,-116.53125,3
48.34375,-116.59375,2
48.34375,-116.65625,2
48.34375,-116.71875,2
48.34375,-116.78125,3
48.34375,-116.84375,3
48.34375,-116.90625,2
48.34375,-116.96875,3
48.34375,-117.03125,2
48.34375,-117.09375,2
48.34375,-117.15625,3
48.34375,-117.21875,3
48.34375,-117.28125,3
48.34375,-117.34375,3
48.34375,-117.40625,2
48.34375,-117.46875,2
48.34375,-117.53125,2
48.34375,-117.59375,3
48.34375,-117.65625,3
48.34375,-117.71875,3
48.34375,-117.78125,3
48.34375,-117.90625,3
48.34375,-117.96875,3
48.34375,-118.03125,3
48.34375,-118.09375,3
48.34375,-118.34375,3
48.34375,-118.40625,3
48.34375,-118.46875,3
48.34375,-118.53125,3
48.34375,-118.59375,1
48.34375,-118.65625,3
48.34375,-118.84375,3
48.34375,-119.03125,3
48.34375,-119.09375,3
48.34375,-119.15625,3
48.34375,-119.21875,1
48.34375,-119.84375,1
48.34375,-119.90625,3
48.34375,-119.96875,0
48.34375,-120.15625,3
48.34375,-120.21875,3
48.34375,-120.28125,3
48.34375,-120.34375,3
48.34375,-120.40625,3
48.34375,-120.46875,3
48.34375,-120.53125,3
48.34375,-120.59375,3
48.34375,-120.65625,3
48.34375,-120.71875,3
48.34375,-120.78125,3
48.34375,-120.84375,2
48.34375,-120.90625,2
48.34375,-120.96875,3
48.34375,-121.03125,2
48.34375,-121.09375,2
48.34375,-121.15625,2
48.34375,-121.21875,2
48.34375,-121.28125,2
48.34375,-121.34375,2
48.34375,-121.40625,2
48.34375,-121.46875,2
48.34375,-121.59375,2
48.34375,-121.65625,2
48.34375,-121.71875,2
48.34375,-121.78125,2
48.34375,-121.84375,2
48.34375,-121.90625,2
48.40625,-113.40625,3
48.40625,-113.46875,3
48.40625,-113.53125,1
48.40625,-113.59375,3
48.40625,-113.65625,3
48.40625,-113.71875,3
48.40625,-113.78125,3
48.40625,-113.84375,3
48.40625,-113.90625,3
48.40625,-113.96875,3
48.40625,-114.03125,3
48.40625,-114.09375,3
48.40625,-114.15625,3
48.40625,-114.21875,3
48.40625,-114.28125,3
48.40625,-114.34375,3
48.40625,-114.40625,3
48.40625,-114.46875,3
48.40625,-114.53125,3
48.40625,-114.59375,3
48.40625,-114.65625,1
48.40625,-114.71875,1
48.40625,-114.78125,1
48.40625,-114.84375,1
48.40625,-114.90625,1
48.40625,-114.96875,3
48.40625,-115.03125,3
48.40625,-115.09375,1
48.40625,-115.15625,3
48.40625,-115.21875,3
48.40625,-115.28125,3
48.40625,-115.34375,3
48.40625,-115.40625,3
48.40625,-115.46875,3
48.40625,-115.65625,3
48.40625,-115.71875,3
48.40625,-115.78125,3
48.40625,-115.84375,3
48.40625,-115.90625,3
48.40625,-115.96875,3
48.40625,-116.03125,3
48.40625,-116.09375,3
48.40625,-116.15625,2
48.40625,-116.21875,2
48.40625,-116.28125,2
48.40625,-116.34375,3
48.40625,-116.40625,3
48.40625,-116.46875,3
48.40625,-116.53125,3
48.40625,-116.59375,2
48.40625,-116.65625,2
48.40625,-116.71875,2
48.40625,-116.78125,3
48.40625,-116.84375,3
48.40625,-116.90625,3
48.40625,-116.96875,3
48.40625,-117.03125,2
48.40625,-117.09375,2
48.40625,-117.15625,3
48.40625,-117.21875,3
48.40625,-117.28125,3
48.40625,-117.34375,3
48.40625,-117.40625,3
48.40625,-117.46875,3
48.40625,-117.53125,3
48.40625,-117.59375,3
48.40625,-117.65625,3
48.40625,-117.71875,3
48.40625,-117.78125,3
48.40625,-117.96875,3
48.40625,-118.03125,3
48.40625,-118.09375,3
48.40625,-118.34375,3
48.40625,-118.40625,3
48.40625,-118.46875,3
48.40625,-118.53125,3
48.40625,-118.59375,3
48.40625,-118.65625,1
48.40625,-118.84375,3
48.40625,-118.90625,1
48.40625,-118.96875,1
48.40625,-119.03125,3
48.40625,-119.09375,3
48.40625,-119.15625,3
48.40625,-119.21875,3
48.40625,-119.28125,3
48.40625,-119.71875,3
48.40625,-119.78125,3
48.40625,-119.84375,3
48.40625,-119.90625,1
48.40625,-119.96875,3
48.40625,-120.03125,1
48.40625,-120.09375,2
48.40625,-120.21875,3
48.40625,-120.28125,3
48.40625,-120.34375,3
48.40625,-120.40625,3
48.40625,-120.46875,3
48.40625,-120.53125,3
48.40625,-120.59375,3
48.40625,-120.65625,3
48.40625,-120.71875,2
48.40625,-120.78125,2
48.40625,-120.84375,2
48.40625,-120.90625,3
48.40625,-120.96875,2
48.40625,-121.03125,2
48.40625,-121.09375,3
48.40625,-121.15625,2
48.40625,-121.21875,2
48.40625,-121.28125,2
48.40625,-121.34375,2
48.40625,-121.40625,2
48.40625,-121.46875,2
48.40625,-121.53125,2
48.40625,-121.59375,2
48.40625,-121.65625,2
48.40625,-121.71875,2
48.40625,-121.78125,2
48.40625,-121.84375,2
48.40625,-121.90625,2
48.40625,-121.96875,2
48.40625,-122.03125,2
48.40625,-122.09375,2
48.40625,-122.15625,2
48.46875,-113.53125,3
48.46875,-113.59375,3
48.46875,-113.65625,3
48.46875,-113.71875,3
48.46875,-113.78125,3
48.46875,-113.84375,3
48.46875,-113.90625,3
48.46875,-113.96875,3
48.46875,-114.03125,3
48.46875,-114.09375,3
48.46875,-114.15625,3
48.46875,-114.21875,3
48.46875,-114.28125,3
48.46875,-114.34375,3
48.46875,-114.40625,3
48.46875,-114.46875,3
48.46875,-114.53125,3
48.46875,-114.59375,3
48.46875,-114.65625,3
48.46875,-114.71875,1
48.46875,-114.78125,1
48.46875,-114.84375,1
48.46875,-114.90625,1
48.46875,-114.96875,3
48.46875,-115.03125,3
48.46875,-115.09375,3
48.46875,-115.15625,3
48.46875,-115.21875,3
48.46875,-115.34375,3
48.46875,-115.40625,3
48.46875,-115.46875,3
48.46875,-115.53125,3
48.46875,-115.59375,3
48.46875,-115.65625,3
48.46875,-115.71875,3
48.46875,-115.78125,3
48.46875,-115.84375,3
48.46875,-115.90625,3
48.46875,-115.96875,3
48.46875,-116.03125,3
48.46875,-116.09375,2
48.46875,-116.15625,2
48.46875,-116.21875,2
48.46875,-116.28125,2
48.46875,-116.34375,2
48.46875,-116.40625,3
48.46875,-116.46875,3
48.46875,-116.53125,3
48.46875,-116.59375,3
48.46875,-116.65625,2
48.46875,-116.71875,2
48.46875,-116.78125,2
48.46875,-116.84375,3
48.46875,-116.90625,3
48.46875,-116.96875,3
48.46875,-117.03125,3
48.46875,-117.09375,2
48.46875,-117.15625,3
48.46875,-117.21875,3
48.46875,-117.28125,3
48.46875,-117.34375,3
48.46875,-117.40625,3
48.46875,-117.46875,3
48.46875,-117.53125,3
48.46875,-117.59375,1
48.46875,-117.65625,3
48.46875,-117.71875,3
48.46875,-117.78125,3
48.46875,-117.96875,3
48.46875,-118.03125,3
48.46875,-118.09375,3
48.46875,-118.28125,3
48.46875,-118.34375,3
48.46875,-118.40625,3
48.46875,-118.46875,3
48.46875,-118.53125,3
48.46875,-118.59375,3
48.46875,-118.65625,1
48.46875,-118.71875,3
48.46875,-118.90625,3
48.46875,-118.96875,3
48.46875,-119.03125,1
48.46875,-119.09375,3
48.46875,-119.15625,1
48.46875,-119.21875,3
48.46875,-119.28125,3
48.46875,-119.34375,3
48.46875,-119.71875,3
48.46875,-119.78125,3
48.46875,-119.84375,3
48.46875,-119.90625,3
48.46875,-119.96875,3
48.46875,-120.03125,3
48.46875,-120.09375,3
48.46875,-120.28125,3
48.46875,-120.34375,3
48.46875,-120.40625,3
48.46875,-120.46875,2
48.46875,-120.53125,3
48.46875,-120.59375,3
48.46875,-120.65625,3
48.46875,-120.71875,3
48.46875,-120.78125,3
48.46875,-120.84375,2
48.46875,-120.90625,3
48.46875,-120.96875,3
48.46875,-121.03125,2
48.46875,-121.09375,3
48.46875,-121.15625,2
48.46875,-121.21875,2
48.46875,-121.28125,2
48.46875,-121.34375,2
48.46875,-121.40625,2
48.46875,-121.46875,2
48.46875,-121.71875,2
48.46875,-121.78125,2
48.46875,-121.84375,2
48.46875,-121.90625,2
48.46875,-121.96875,2
48.46875,-122.03125,2
48.46875,-122.09375,2
48.53125,-113.46875,1
48.53125,-113.53125,3
48.53125,-113.59375,3
48.53125,-113.65625,3
48.53125,-113.71875,3
48.53125,-113.78125,3
48.53125,-113.84375,3
48.53125,-113.90625,3
48.53125,-113.96875,3
48.53125,-114.03125,3
48.53125,-114.09375,3
48.53125,-114.15625,2
48.53125,-114.21875,3
48.53125,-114.28125,3
48.53125,-114.34375,3
48.53125,-114.40625,2
48.53125,-114.46875,3
48.53125,-114.53125,3
48.53125,-114.59375,3
48.53125,-114.65625,3
48.53125,-114.71875,3
48.53125,-114.78125,3
48.53125,-114.84375,3
48.53125,-114.90625,1
48.53125,-114.96875,3
48.53125,-115.03125,3
48.53125,-115.09375,3
48.53125,-115.15625,3
48.53125,-115.21875,3
48.53125,-115.28125,3
48.53125,-115.34375,3
48.53125,-115.40625,3
48.53125,-115.46875,3
48.53125,-115.53125,1
48.53125,-115.59375,3
48.53125,-115.65625,2
48.53125,-115.71875,3
48.53125,-115.78125,3
48.53125,-115.84375,3
48.53125,-115.90625,3
48.53125,-115.96875,3
48.53125,-116.03125,2
48.53125,-116.09375,3
48.53125,-116.15625,3
48.53125,-116.21875,2
48.53125,-116.28125,2
48.53125,-116.34375,3
48.53125,-116.40625,3
48.53125,-116.46875,3
48.53125,-116.53125,3
48.53125,-116.59375,2
48.53125,-116.65625,2
48.53125,-116.71875,2
48.53125,-116.78125,2
48.53125,-116.84375,2
48.53125,-116.90625,3
48.53125,-116.96875,3
48.53125,-117.03125,2
48.53125,-117.09375,2
48.53125,-117.15625,3
48.53125,-117.21875,3
48.53125,-117.28125,3
48.53125,-117.34375,3
48.53125,-117.40625,3
48.53125,-117.46875,3
48.53125,-117.53125,3
48.53125,-117.59375,3
48.53125,-117.65625,3
48.53125,-117.71875,3
48.53125,-117.78125,3
48.53125,-117.96875,3
48.53125,-118.03125,3
48.53125,-118.09375,3
48.53125,-118.21875,3
48.53125,-118.28125,3
48.53125,-118.34375,3
48.53125,-118.40625,3
48.53125,-118.46875,3
48.53125,-118.53125,3
48.53125,-118.59375,3
48.53125,-118.65625,1
48.53125,-118.71875,3
48.53125,-118.78125,1
48.53125,-118.84375,1
48.53125,-118.90625,3
48.53125,-119.09375,3
48.53125,-119.15625,1
48.53125,-119.21875,3
48.53125,-119.28125,3
48.53125,-119.78125,3
48.53125,-119.84375,3
48.53125,-119.90625,3
48.53125,-119.96875,1
48.53125,-120.03125,3
48.53125,-120.09375,3
48.53125,-120.15625,3
48.53125,-120.21875,2
48.53125,-120.28125,3
48.53125,-120.34375,3
48.53125,-120.40625,3
48.53125,-120.46875,3
48.53125,-120.53125,3
48.53125,-120.59375,3
48.53125,-120.65625,3
48.53125,-120.71875,3
48.53125,-120.78125,3
48.53125,-120.84375,3
48.53125,-120.90625,2
48.53125,-120.96875,2
48.53125,-121.03125,2
48.53125,-121.09375,2
48.53125,-121.15625,3
48.53125,-121.21875,2
48.53125,-121.28125,2
48.53125,-121.34375,2
48.53125,-121.40625,2
48.53125,-121.46875,2
48.53125,-121.53125,2
48.53125,-121.59375,2
48.53125,-121.65625,2
48.59375,-113.71875,1
48.59375,-113.78125,3
48.59375,-113.84375,3
48.59375,-113.90625,2
48.59375,-113.96875,2
48.59375,-114.03125,3
48.59375,-114.09375,3
48.59375,-114.15625,2
48.59375,-114.21875,3
48.59375,-114.28125,3
48.59375,-114.34375,3
48.59375,-114.40625,3
48.59375,-114.46875,3
48.59375,-114.53125,3
48.59375,-114.59375,3
48.59375,-114.65625,3
48.59375,-114.71875,3
48.59375,-114.78125,3
48.59375,-114.84375,1
48.59375,-114.90625,3
48.59375,-114.96875,3
48.59375,-115.03125,3
48.59375,-115.09375,3
48.59375,-115.15625,3
48.59375,-115.21875,3
48.59375,-115.28125,3
48.59375,-115.34375,3
48.59375,-115.40625,3
48.59375,-115.46875,3
48.59375,-115.53125,3
48.59375,-115.59375,3
48.59375,-115.65625,3
48.59375,-115.71875,3
48.59375,-115.78125,3
48.59375,-115.84375,3
48.59375,-115.90625,3
48.59375,-115.96875,3
48.59375,-116.03125,3
48.59375,-116.09375,3
48.59375,-116.15625,3
48.59375,-116.21875,3
48.59375,-116.28125,3
48.59375,-116.34375,3
48.59375,-116.40625,3
48.59375,-116.46875,3
48.59375,-116.53125,2
48.59375,-116.59375,2
48.59375,-116.65625,3
48.59375,-116.71875,2
48.59375,-116.78125,2
48.59375,-116.84375,3
48.59375,-116.90625,3
48.59375,-116.96875,3
48.59375,-117.03125,2
48.59375,-117.09375,3
48.59375,-117.15625,3
48.59375,-117.21875,3
48.59375,-117.28125,3
48.59375,-117.34375,3
48.59375,-117.40625,3
48.59375,-117.46875,3
48.59375,-117.53125,3
48.59375,-117.59375,3
48.59375,-117.65625,3
48.59375,-117.71875,3
48.59375,-117.78125,3
48.59375,-117.84375,3
48.59375,-118.15625,3
48.59375,-118.21875,3
48.59375,-118.28125,3
48.59375,-118.34375,1
48.59375,-118.40625,3
48.59375,-118.46875,3
48.59375,-118.53125,3
48.59375,-118.59375,3
48.59375,-118.65625,3
48.59375,-118.71875,3
48.59375,-118.78125,3
48.59375,-118.84375,3
48.59375,-118.90625,1
48.59375,-118.96875,1
48.59375,-119.15625,3
48.59375,-119.21875,3
48.59375,-119.28125,1
48.59375,-119.71875,3
48.59375,-119.78125,3
48.59375,-119.84375,3
48.59375,-119.90625,3
48.59375,-119.96875,3
48.59375,-120.03125,3
48.59375,-120.09375,3
48.59375,-120.15625,3
48.59375,-120.21875,3
48.59375,-120.28125,3
48.59375,-120.34375,3
48.59375,-120.40625,3
48.59375,-120.46875,3
48.59375,-120.53125,3
48.59375,-120.59375,3
48.59375,-120.65625,3
48.59375,-120.71875,3
48.59375,-120.78125,3
48.59375,-120.84375,3
48.59375,-120.90625,3
48.59375,-120.96875,2
48.59375,-121.03125,2
48.59375,-121.09375,2
48.59375,-121.15625,2
48.59375,-121.21875,2
48.59375,-121.28125,2
48.59375,-121.34375,2
48.59375,-121.40625,2
48.59375,-121.46875,2
48.59375,-121.53125,2
48.59375,-121.59375,2
48.59375,-121.65625,2
48.59375,-121.71875,2
48.59375,-121.78125,2
48.59375,-121.84375,2
48.59375,-121.90625,2
48.59375,-121.96875,2
48.59375,-122.03125,2
48.59375,-122.09375,2
48.59375,-122.15625,2
48.65625,-113.78125,3
48.65625,-113.84375,3
48.65625,-113.90625,3
48.65625,-113.96875,3
48.65625,-114.03125,3
48.65625,-114.09375,3
48.65625,-114.15625,3
48.65625,-114.21875,3
48.65625,-114.28125,3
48.65625,-114.34375,3
48.65625,-114.40625,3
48.65625,-114.46875,3
48.65625,-114.53125,3
48.65625,-114.59375,3
48.65625,-114.65625,3
48.65625,-114.71875,3
48.65625,-114.78125,3
48.65625,-114.84375,3
48.65625,-114.90625,3
48.65625,-114.96875,3
48.65625,-115.03125,3
48.65625,-115.09375,3
48.65625,-115.15625,3
48.65625,-115.21875,3
48.65625,-115.28125,3
48.65625,-115.34375,3
48.65625,-115.40625,3
48.65625,-115.46875,3
48.65625,-115.53125,3
48.65625,-115.59375,3
48.65625,-115.65625,3
48.65625,-115.71875,3
48.65625,-115.78125,3
48.65625,-115.84375,3
48.65625,-115.90625,3
48.65625,-115.96875,3
48.65625,-116.03125,3
48.65625,-116.09375,3
48.65625,-116.15625,3
48.65625,-116.21875,3
48.65625,-116.40625,3
48.65625,-116.46875,3
48.65625,-116.53125,3
48.65625,-116.59375,2
48.65625,-116.65625,3
48.65625,-116.71875,2
48.65625,-116.78125,2
48.65625,-116.84375,3
48.65625,-116.90625,3
48.65625,-116.96875,3
48.65625,-117.03125,3
48.65625,-117.09375,3
48.65625,-117.15625,2
48.65625,-117.21875,3
48.65625,-117.28125,3
48.65625,-117.34375,3
48.65625,-117.40625,3
48.65625,-117.46875,3
48.65625,-117.53125,3
48.65625,-117.59375,3
48.65625,-117.65625,3
48.65625,-117.71875,3
48.65625,-117.78125,3
48.65625,-117.84375,3
48.65625,-117.90625,3
48.65625,-117.96875,3
48.65625,-118.15625,3
48.65625,-118.21875,3
48.65625,-118.28125,3
48.65625,-118.34375,3
48.65625,-118.40625,3
48.65625,-118.46875,3
48.65625,-118.53125,3
48.65625,-118.59375,3
48.65625,-118.65625,3
48.65625,-118.71875,3
48.65625,-118.78125,3
48.65625,-118.84375,1
48.65625,-118.90625,1
48.65625,-118.96875,1
48.65625,-119.03125,3
48.65625,-119.09375,3
48.65625,-119.71875,3
48.65625,-119.78125,3
48.65625,-119.84375,3
48.65625,-119.90625,3
48.65625,-119.96875,1
48.65625,-120.03125,3
48.65625,-120.09375,3
48.65625,-120.15625,3
48.65625,-120.21875,3
48.65625,-120.28125,3
48.65625,-120.34375,3
48.65625,-120.40625,3
48.65625,-120.46875,3
48.65625,-120.53125,3
48.65625,-120.59375,3
48.65625,-120.65625,2
48.65625,-120.71875,3
48.65625,-120.78125,3
48.65625,-120.84375,2
48.65625,-120.90625,2
48.65625,-120.96875,3
48.65625,-121.03125,2
48.65625,-121.09375,2
48.65625,-121.15625,2
48.65625,-121.21875,2
48.65625,-121.28125,2
48.65625,-121.34375,2
48.65625,-121.40625,2
48.65625,-121.46875,2
48.65625,-121.53125,2
48.65625,-121.59375,2
48.65625,-121.65625,2
48.65625,-121.71875,2
48.65625,-121.78125,2
48.65625,-121.84375,2
48.65625,-121.90625,2
48.65625,-121.96875,2
48.65625,-122.03125,2
48.65625,-122.09375,2
48.71875,-113.71875,3
48.71875,-113.78125,3
48.71875,-113.84375,3
48.71875,-113.90625,3
48.71875,-113.96875,3
48.71875,-114.03125,3
48.71875,-114.09375,3
48.71875,-114.15625,3
48.71875,-114.21875,3
48.71875,-114.28125,3
48.71875,-114.34375,3
48.71875,-114.40625,3
48.71875,-114.46875,3
48.71875,-114.53125,3
48.71875,-114.59375,3
48.71875,-114.65625,3
48.71875,-114.71875,3
48.71875,-114.78125,3
48.71875,-114.84375,3
48.71875,-114.90625,3
48.71875,-114.96875,3
48.71875,-115.03125,3
48.71875,-115.09375,3
48.71875,-115.15625,3
48.71875,-115.21875,3
48.71875,-115.28125,3
48.71875,-115.34375,3
48.71875,-115.40625,3
48.71875,-115.46875,3
48.71875,-115.53125,3
48.71875,-115.59375,3
48.71875,-115.65625,3
48.71875,-115.71875,3
48.71875,-115.78125,3
48.71875,-115.84375,3
48.71875,-115.90625,3
48.71875,-115.96875,2
48.71875,-116.03125,3
48.71875,-116.09375,3
48.71875,-116.15625,3
48.71875,-116.21875,3
48.71875,-116.46875,3
48.71875,-116.53125,3
48.71875,-116.59375,2
48.71875,-116.65625,2
48.71875,-116.71875,2
48.71875,-116.78125,2
48.71875,-116.84375,3
48.71875,-116.90625,2
48.71875,-116.96875,2
48.71875,-117.03125,3
48.71875,-117.09375,2
48.71875,-117.15625,2
48.71875,-117.21875,2
48.71875,-117.28125,2
48.71875,-117.34375,3
48.71875,-117.40625,3
48.71875,-117.46875,3
48.71875,-117.53125,3
48.71875,-117.59375,3
48.71875,-117.65625,3
48.71875,-117.71875,3
48.71875,-117.78125,3
48.71875,-117.84375,3
48.71875,-117.90625,3
48.71875,-117.96875,3
48.71875,-118.21875,3
48.71875,-118.28125,3
48.71875,-118.34375,3
48.71875,-118.40625,3
48.71875,-118.46875,3
48.71875,-118.53125,3
48.71875,-118.59375,3
48.71875,-118.65625,3
48.71875,-118.71875,3
48.71875,-118.78125,3
48.71875,-118.84375,3
48.71875,-118.90625,3
48.71875,-118.96875,3
48.71875,-119.03125,3
48.71875,-119.09375,1
48.71875,-119.15625,3
48.71875,-119.21875,3
48.71875,-119.59375,3
48.71875,-119.65625,3
48.71875,-119.71875,3
48.71875,-119.78125,3
48.71875,-119.84375,3
48.71875,-119.90625,1
48.71875,-119.96875,1
48.71875,-120.03125,3
48.71875,-120.09375,3
48.71875,-120.15625,3
48.71875,-120.21875,3
48.71875,-120.28125,3
48.71875,-120.34375,3
48.71875,-120.40625,3
48.71875,-120.46875,3
48.71875,-120.53125,3
48.71875,-120.59375,3
48.71875,-120.65625,3
48.71875,-120.71875,3
48.71875,-120.78125,3
48.71875,-120.84375,3
48.71875,-120.90625,2
48.71875,-120.96875,2
48.71875,-121.03125,2
48.71875,-121.09375,2
48.71875,-121.15625,2
48.71875,-121.21875,2
48.71875,-121.28125,2
48.71875,-121.34375,2
48.71875,-121.40625,2
48.71875,-121.46875,2
48.71875,-121.53125,2
48.71875,-121.59375,2
48.71875,-121.65625,2
48.71875,-121.71875,2
48.71875,-121.78125,2
48.71875,-121.84375,2
48.71875,-121.90625,2
48.71875,-121.96875,2
